1094at7088	HG993151.1	7135806	7144323
1100at7088	HG993147.1	5962231	5968355
1107at7088	HG993135.1	4940626	4957087
1108at7088	HG993151.1	4344502	4362077
1111at7088	HG993150.1	5055241	5063425
1113at7088	HG993144.1	2994620	3009272
1114at7088	HG993150.1	4084273	4099715
1117at7088	HG993152.1	9127656	9147120
1118at7088	HG993139.1	5552114	5556277
1120at7088	HG993134.1	6234457	6278267
1121at7088	HG993147.1	7147506	7234034
1123at7088	HG993153.1	8821005	8845625
1124at7088	HG993152.1	2913192	2971222
1126at7088	HG993145.1	8325496	8328854
1130at7088	HG993149.1	10600513	10607692
1131at7088	HG993133.1	978559	1042784
1133at7088	HG993141.1	4997397	5009837
1134at7088	HG993138.1	7517289	7521856
1135at7088	HG993143.1	2875462	2880334
1136at7088	HG993132.1	3642909	3658982
1139at7088	HG993134.1	5821431	5834592
1140at7088	HG993151.1	1146699	1150346
1141at7088	HG993133.1	5480563	5506254
1143at7088	HG993153.1	5993935	6005006
1144at7088	HG993131.1	14525502	14596118
1145at7088	HG993142.1	6596026	6600891
1150at7088	HG993141.1	8059993	8108017
1152at7088	HG993137.1	6401383	6410724
1153at7088	HG993144.1	2073586	2095359
1154at7088	HG993146.1	2648767	2690327
1161at7088	HG993151.1	6511061	6544517
1165at7088	HG993139.1	4075556	4098899
1167at7088	HG993145.1	228324	239320
1168at7088	HG993152.1	922040	1007890
1171at7088	HG993144.1	7173979	7231010
1172at7088	HG993152.1	801632	807521
1173at7088	HG993149.1	7816908	7822849
1174at7088	HG993153.1	843142	862983
1178at7088	HG993135.1	7077815	7091776
1179at7088	HG993151.1	7633293	7636112
1180at7088	HG993146.1	983013	1139452
1182at7088	HG993149.1	5710906	5719855
1187at7088	HG993143.1	13026414	13042461
1197at7088	HG993157.1	6312882	6322624
1198at7088	HG993152.1	4615331	4618258
1199at7088	HG993152.1	7617083	7631167
1200at7088	HG993139.1	7249257	7257448
1206at7088	HG993145.1	7233306	7236563
1208at7088	HG993134.1	2547188	2562545
1212at7088	HG993137.1	12951502	12964901
1214at7088	HG993134.1	6036146	6201747
1217at7088	HG993133.1	4375635	4392849
1218at7088	HG993133.1	7031596	7062679
1220at7088	HG993147.1	4834773	4852848
1222at7088	HG993143.1	4393286	4409584
1223at7088	HG993134.1	14273282	14275837
1234at7088	HG993139.1	6482997	6569286
1235at7088	HG993141.1	4108520	4121362
1236at7088	HG993152.1	6469190	6481841
1237at7088	HG993134.1	8161410	8165462
1242at7088	HG993137.1	5967619	5974172
1245at7088	HG993134.1	5250944	5255166
1246at7088	HG993149.1	9426201	9490730
1248at7088	HG993140.1	4076864	4167935
1250at7088	HG993147.1	5907902	5952865
1251at7088	HG993134.1	7858259	7865467
1253at7088	HG993132.1	7812132	7889431
1256at7088	HG993133.1	7762049	7771849
1258at7088	HG993157.1	6379618	6403698
1259at7088	HG993153.1	2827730	2830297
1263at7088	HG993142.1	11850106	11854746
1264at7088	HG993145.1	7757350	7784867
1273at7088	HG993134.1	4471267	4473762
1275at7088	HG993139.1	10420198	10456425
1278at7088	HG993132.1	5601380	5627043
1281at7088	HG993133.1	4397276	4399663
1283at7088	HG993148.1	1849531	1858074
1291at7088	HG993141.1	456094	459230
1295at7088	HG993141.1	12949871	13000664
1298at7088	HG993140.1	5041183	5069092
1299at7088	HG993145.1	6784543	6787944
1300at7088	HG993151.1	5423831	5439604
1304at7088	HG993134.1	3952933	3963300
1306at7088	HG993139.1	9546058	9548769
1307at7088	HG993144.1	11694847	11746079
1313at7088	HG993144.1	5724972	5737840
1314at7088	HG993144.1	1150715	1189737
1317at7088	HG993131.1	24536176	24594569
1318at7088	HG993158.1	8416346	8464396
1319at7088	HG993131.1	1913743	1924193
1320at7088	HG993139.1	8753414	8882937
1324at7088	HG993141.1	10120272	10136900
1325at7088	HG993137.1	10934909	10948705
1326at7088	HG993133.1	13164269	13192226
1330at7088	HG993150.1	3084363	3096934
1335at7088	HG993153.1	3572133	3589152
1336at7088	HG993134.1	8082182	8106443
1338at7088	HG993135.1	2682124	2684892
1343at7088	HG993148.1	10533753	10536992
1346at7088	HG993131.1	7384627	7393126
1347at7088	HG993141.1	6928997	6939198
1348at7088	HG993133.1	9322678	9328442
1350at7088	HG993150.1	1843899	1961266
1351at7088	HG993155.1	2759385	2789128
1353at7088	HG993132.1	7926768	7941203
1355at7088	HG993131.1	4127511	4275556
1356at7088	HG993150.1	4131855	4216710
1358at7088	HG993133.1	8943305	8948212
1360at7088	HG993154.1	9162883	9204797
1362at7088	HG993132.1	10780889	10817070
1366at7088	HG993152.1	3644595	3670770
1368at7088	HG993141.1	11157363	11177592
1369at7088	HG993142.1	1386334	1402279
1372at7088	HG993138.1	4345566	4362518
1377at7088	HG993137.1	6277125	6287820
1380at7088	HG993148.1	6034059	6038895
1382at7088	HG993150.1	7056765	7074024
1388at7088	HG993148.1	9224195	9268179
1390at7088	HG993161.1	188082	209656
1391at7088	HG993139.1	6126741	6156975
1392at7088	HG993150.1	4427331	4435963
1395at7088	HG993140.1	4317440	4381157
1396at7088	HG993139.1	5975224	5985835
1397at7088	HG993147.1	10891783	10912376
1398at7088	HG993140.1	5774184	5776643
1401at7088	HG993144.1	9579226	9613966
1403at7088	HG993132.1	10959612	10969488
1407at7088	HG993142.1	10155347	10166940
1411at7088	HG993133.1	2535377	2557197
1413at7088	HG993133.1	5297479	5312282
1417at7088	HG993134.1	9087842	9106700
1418at7088	HG993140.1	11951895	11977337
1419at7088	HG993160.1	5273484	5280502
1421at7088	HG993132.1	8359566	8368791
1422at7088	HG993134.1	8454502	8466965
1431at7088	HG993138.1	12232196	12352459
1432at7088	HG993132.1	7636938	7654005
1436at7088	HG993151.1	6398461	6416624
1437at7088	HG993134.1	4294502	4303180
1440at7088	HG993149.1	7938981	7951233
1441at7088	HG993141.1	10292627	10301669
1442at7088	HG993152.1	3421249	3472152
1443at7088	HG993135.1	9217811	9254995
1444at7088	HG993147.1	1095622	1119859
1446at7088	HG993150.1	770487	797804
1449at7088	HG993137.1	12479364	12497613
1451at7088	HG993134.1	4878810	4887288
1453at7088	HG993143.1	4419728	4433425
1459at7088	HG993157.1	688983	707713
1461at7088	HG993152.1	6310584	6340782
1463at7088	HG993150.1	897301	929272
1465at7088	HG993135.1	4451552	4464246
1468at7088	HG993160.1	672814	745641
1469at7088	HG993142.1	10263153	10338230
1472at7088	HG993147.1	10026354	10035229
1473at7088	HG993139.1	7337164	7349528
1477at7088	HG993135.1	12910110	12920312
1479at7088	HG993143.1	3272499	3285772
1488at7088	HG993139.1	8024555	8032246
1489at7088	HG993144.1	4983563	5000994
1490at7088	HG993132.1	7555773	7583185
1496at7088	HG993156.1	8222371	8321960
1500at7088	HG993145.1	8339239	8344012
1501at7088	HG993134.1	10011847	10027284
1503at7088	HG993135.1	10241362	10250212
1505at7088	HG993146.1	6134609	6270513
1506at7088	HG993149.1	9088568	9098611
1507at7088	HG993143.1	7796069	7818863
1508at7088	HG993149.1	2655092	2728267
1509at7088	HG993158.1	4051648	4102155
1510at7088	HG993137.1	8388351	8402398
1511at7088	HG993135.1	10263885	10271774
1514at7088	HG993134.1	3672505	3696517
1515at7088	HG993134.1	9313479	9322121
1519at7088	HG993142.1	8299649	8316719
1523at7088	HG993134.1	1484689	1495193
1525at7088	HG993135.1	6954382	6967400
1530at7088	HG993137.1	13533281	13548853
1531at7088	HG993139.1	4255534	4341632
1532at7088	HG993131.1	5776033	5806852
1537at7088	HG993134.1	6265305	6278285
1543at7088	HG993132.1	5370570	5397004
1544at7088	HG993139.1	8550011	8552787
1545at7088	HG993161.1	5676733	5711952
1547at7088	HG993138.1	883347	888981
1549at7088	HG993153.1	10310376	10313175
1550at7088	HG993134.1	13999379	14004390
1551at7088	HG993148.1	6987435	7000709
1553at7088	HG993156.1	3373059	3411750
1555at7088	HG993133.1	8230581	8248573
1557at7088	HG993150.1	1539404	1554218
1558at7088	HG993141.1	7496604	7503000
1562at7088	HG993141.1	5011977	5014730
1563at7088	HG993135.1	4959142	4991840
1564at7088	HG993152.1	5102538	5105804
1565at7088	HG993141.1	5672821	5689421
1566at7088	HG993131.1	21394921	21397998
1567at7088	HG993151.1	1672647	1674938
1568at7088	HG993150.1	2911799	2918278
1571at7088	HG993132.1	6292253	6295878
1574at7088	HG993135.1	4214222	4224801
1575at7088	HG993145.1	8311441	8324672
1576at7088	HG993133.1	7831707	7842628
1577at7088	HG993131.1	20066550	20100757
1583at7088	HG993139.1	1376706	1507300
1586at7088	HG993138.1	6414278	6516487
1587at7088	HG993140.1	1881136	1969967
1589at7088	HG993157.1	823876	889185
1590at7088	HG993137.1	12688501	12695716
1591at7088	HG993151.1	6610033	6617025
1592at7088	HG993143.1	2910694	2936963
1594at7088	HG993149.1	2628264	2643863
1595at7088	HG993135.1	13110369	13130142
1596at7088	HG993148.1	8952972	8981358
1598at7088	HG993132.1	4990331	4994096
1600at7088	HG993150.1	6175517	6187745
1601at7088	HG993141.1	7039633	7041990
1605at7088	HG993135.1	2688176	2721785
1606at7088	HG993147.1	1817056	1835498
1607at7088	HG993139.1	7138524	7146278
1608at7088	HG993151.1	6303283	6316425
1609at7088	HG993139.1	9511159	9516500
1612at7088	HG993146.1	459205	469822
1613at7088	HG993148.1	989734	995006
1614at7088	HG993137.1	4982090	4987461
1619at7088	HG993149.1	4375820	4391832
1623at7088	HG993151.1	6639264	6643741
1625at7088	HG993134.1	901822	906216
1626at7088	HG993159.1	6390028	6396576
1627at7088	HG993148.1	7866710	7877657
1628at7088	HG993161.1	756092	804746
1635at7088	HG993145.1	12444868	12457313
1636at7088	HG993135.1	11335020	11348164
1637at7088	HG993138.1	3194662	3206280
1638at7088	HG993142.1	8290275	8295222
1641at7088	HG993149.1	4896104	4900153
1642at7088	HG993144.1	5440808	5452216
1644at7088	HG993133.1	14524565	14543953
1645at7088	HG993146.1	8240244	8269960
1647at7088	HG993132.1	9364085	9382156
1648at7088	HG993134.1	4701398	4709958
1650at7088	HG993153.1	7833766	7915070
1652at7088	HG993134.1	10464910	10515337
1657at7088	HG993161.1	4605772	4608399
1660at7088	HG993148.1	3775618	3791837
1661at7088	HG993134.1	11450973	11455989
1662at7088	HG993131.1	9712226	9731731
1665at7088	HG993134.1	6309878	6318108
1667at7088	HG993134.1	11424236	11436130
1670at7088	HG993133.1	5354593	5467260
1678at7088	HG993150.1	4990348	4992675
1679at7088	HG993144.1	11236673	11246990
1681at7088	HG993144.1	6874935	6891085
1682at7088	HG993132.1	12642428	12656408
